target_recall,threshold,precision,recall,f1
0.7,0.9976403968602333,1.0,0.7183098591549296,0.8360655737704918
0.75,0.8368949301812348,0.9310344827586207,0.7605633802816901,0.8372093023255814
0.8,0.25926784302784145,0.8507462686567164,0.8028169014084507,0.8260869565217391
0.85,0.017282014482909096,0.32972972972972975,0.8591549295774648,0.4765625
0.9,0.003010750129335928,0.1219047619047619,0.9014084507042254,0.21476510067114093
0.95,0.00010456589153029195,0.0077794302711360255,0.9577464788732394,0.015433499773036768
