model,threshold,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
LightGBM,0.9281007518,0.9464285714285714,0.7464788732394366,0.8346456692913385,0.9758374195464635,0.8151568668605932,42485,3,18,53
